paper_id,label,important_segment,important_segment_parsed_tree
10.1016/j.jesp.2015.04.001,0,"Both interactions were significant but inopposite directions (ideologically-irrelevant: Binteraction = − .39, SE =.18, t = − 2.17, p = .03, [CI] = [− 0.74, − .04]","(ROOT  (S    (NP (DT Both) (NNS interactions))    (VP (VBD were)      (NP        (ADJP (JJ significant)          (CC but)          (JJ inopposite))        (NNS directions))      (PRN (-LRB- -LRB-)        (NP          (NP            (ADJP (RB ideologically) (HYPH -) (JJ irrelevant)))          (: :)          (NP (NN Binteraction) (SYM =) (SYM −) (CD .39)))        (, ,)        (S          (NP (NNP SE))          (VP (SYM =)            (NP (CD .18))))        (, ,)        (S          (NP (NN t))          (VP (SYM =)            (NP              (QP (SYM −) (CD 2.17)))))        (, ,)        (S          (NP (NN p))          (VP (SYM =)            (NP              (NP                (NP (CD .03))                (, ,)                (FRAG                  (NP (-LRB- [) (NN CI) (-RRB- ]))                  (NP (SYM =))))              (-LRB- [)              (NP                (QP (SYM −) (CD 0.74))))))        (, ,)        (NP (SYM −) (CD .04))        (-RRB- ])))))"
10.1016/j.jesp.2014.07.013,0,"Analyses of participants' attitudes toward emotional expressiveness indicated that money-primed participants reported less favorable attitudes toward expressing emotions (M = 3.89, SD = .99) than neutral-primed participants did (M = 4.43, SD = 1.03; F (1, 92) = 6.87, p = .01, ηp2 =.07).","(ROOT  (S    (NP      (NP (NNS Analyses))      (PP (IN of)        (NP          (NP (NNS participants) (POS '))          (NNS attitudes)))      (PP (IN toward)        (NP (JJ emotional) (NN expressiveness))))    (VP (VBD indicated)      (SBAR (IN that)        (S          (NP            (ADJP (NN money) (HYPH -) (VBN primed))            (NNS participants))          (VP (VBD reported)            (NP              (ADJP (RBR less) (JJ favorable))              (NNS attitudes))            (PP (IN toward)              (S                (VP (VBG expressing)                  (NP (NNS emotions))                  (PRN (-LRB- -LRB-)                    (S                      (NP (NN M))                      (VP (SYM =)                        (NP (CD 3.89))))                    (, ,)                    (S                      (NP (NN SD))                      (VP (SYM =)                        (NP (CD .99))))                    (-RRB- -RRB-))                  (SBAR (IN than)                    (S                      (NP                        (ADJP (JJ neutral) (HYPH -) (VBN primed))                        (NNS participants))                      (VP (VBD did)))))))            (PRN (-LRB- -LRB-)              (NP (NN M) (SYM =) (CD 4.43))              (, ,)              (S                (NP (NN SD))                (VP (SYM =)                  (NP (CD 1.03))))              (: ;)              (S                (NP (NN F) (-LRB- -LRB-) (CD 1) (, ,) (CD 92) (-RRB- -RRB-))                (VP (SYM =)                  (NP (CD 6.87))))              (, ,)              (S                (NP (NN p))                (VP (SYM =)                  (NP (CD .01))))              (, ,)              (S                (NP (NN ηp2))                (VP (SYM =)                  (NP (CD .07))))              (-RRB- -RRB-))))))    (. .)))"
10.1016/j.jesp.2013.05.014,0,"As predicted, mortality salience/control deprivation increased perceptions of randomness uniquely through thoughts of low control | thoughts of low control indirect effect = 0.24, 95% CI [0.02, 0.56]","(ROOT  (S    (S      (SBAR (IN As)        (S          (VP (VBN predicted))))      (, ,)      (NP (NN mortality)        (NML (NN salience) (HYPH /) (NN control))        (NN deprivation))      (VP (VBD increased)        (NP          (NP (NNS perceptions))          (PP (IN of)            (NP (NN randomness))))        (PP          (ADVP (RB uniquely))          (IN through)          (NP            (NP (NNS thoughts))            (PP (IN of)              (NP                (NP (JJ low) (NN control))                (NFP |)                (NP                  (NP (NNS thoughts))                  (PP (IN of)                    (NP (JJ low) (NN control))))))))))    (S      (NP (JJ indirect) (NN effect))      (VP (SYM =)        (NP          (NP (CD 0.24))          (, ,)          (NP            (NML (CD 95) (NN %))            (NN CI)            (PRN (-LRB- [)              (NP (CD 0.02) (, ,) (CD 0.56))              (-RRB- ]))))))))"
10.1016/j.jesp.2011.12.005,0,"participants fixated the expected schematic cue earlier with increasing rape myth acceptance (RMA), leading to a negative correlation between RMA and total time (in ms) before the first fixation of the bottle of wine, r(24) = −.36, p < .05, one-tailed.","(ROOT  (S    (NP (NNS participants))    (VP (VBD fixated)      (NP        (NP (DT the) (VBN expected) (JJ schematic) (NN cue))        (ADVP (RBR earlier)))      (PP (IN with)        (S          (VP (VBG increasing)            (NP              (NP                (NP (NN rape) (NN myth) (NN acceptance)                  (PRN (-LRB- -LRB-)                    (NP (NNP RMA))                    (-RRB- -RRB-)))                (, ,)                (VP (VBG leading)                  (PP (IN to)                    (NP                      (NP                        (NP (DT a) (JJ negative) (NN correlation))                        (PP (IN between)                          (NP (NNP RMA))))                      (CC and)                      (NP                        (NP                          (NP (JJ total) (NN time))                          (-LRB- -LRB-)                          (PP (IN in)                            (NP (NN ms)))                          (-RRB- -RRB-))                        (PP (IN before)                          (NP                            (NP (DT the) (JJ first) (NN fixation))                            (PP (IN of)                              (NP                                (NP (DT the) (NN bottle))                                (PP (IN of)                                  (NP (NN wine))))))))))                  (, ,)                  (S                    (S                      (NP (NN r) (-LRB- -LRB-) (CD 24) (-RRB- -RRB-))                      (VP (SYM =)                        (NP                          (QP (SYM −) (CD .36)))))                    (, ,)                    (S                      (NP (NN p))                      (VP (SYM <)                        (NP (CD .05)))))))              (, ,)              (ADJP (CD one) (HYPH -) (VBN tailed)))))))    (. .)))"
10.1016/j.jesp.2012.02.002,0,"when expectations of success werelow (expectations = 1), students in the mental contrasting conditionshowed weaker obstacle–behavior associations effects than those in the irrelevant content control condition, t(90) = 2.45, p = 0.02.","(ROOT  (FRAG    (WHADVP (WRB when))    (NP      (NP        (NP (NNS expectations))        (PP (IN of)          (NP (NN success) (NN werelow)            (PRN (-LRB- -LRB-)              (S                (NP (NNS expectations))                (VP (SYM =)                  (NP (CD 1))))              (-RRB- -RRB-)))))      (, ,)      (NP        (NP (NNS students))        (PP (IN in)          (NP (DT the) (JJ mental)            (PRN              (FRAG                (NP                  (NP (VBG contrasting))                  (VP (VBN conditionshowed)                    (NP (JJR weaker) (NN obstacle))))                (: –)                (FRAG                  (NP (NN behavior) (NNS associations))                  (NP                    (NP (NNS effects))                    (PP (IN than)                      (NP                        (NP (DT those))                        (PP (IN in)                          (NP (DT the)                            (ADJP (JJ irrelevant) (NN content))                            (NN control) (NN condition))))))                  (, ,)                  (S                    (NP (NN t) (-LRB- -LRB-) (CD 90) (-RRB- -RRB-))                    (VP (SYM =)                      (NP (CD 2.45)))))                (, ,)                (S                  (NP (NN p))                  (VP (SYM =)                    (NP (CD 0.02))))))))))    (. .)))"
10.1016/j.jesp.2012.04.012,0,"groups with higher proportion of women were less interested in working together again, t(17.86) = − 2.62, p = .018","(ROOT  (S    (S      (NP        (NP (NNS groups))        (PP (IN with)          (NP            (NP (JJR higher) (NN proportion))            (PP (IN of)              (NP (NNS women))))))      (VP (VBD were)        (ADJP (RBR less) (JJ interested)          (PP (IN in)            (S              (VP (VBG working)                (ADVP (RB together))                (ADVP (RB again))))))))    (, ,)    (S      (S        (NP (NN t) (-LRB- -LRB-) (CD 17.86) (-RRB- -RRB-))        (VP (SYM =)          (NP            (QP (SYM −) (CD 2.62)))))      (, ,)      (S        (NP (NN p))        (VP (SYM =)          (NP (CD .018)))))))"
10.1016/j.jesp.2010.11.006,0,"An ANOVA revealed that power priming influenced participants' empathic concern, F(1,34) = 5.76, p = .022, partial eta squared = .15","(ROOT  (S    (NP (DT An) (NN ANOVA))    (VP (VBD revealed)      (SBAR (IN that)        (S          (NP            (NP              (NP (NN power) (NN priming))              (VP (VBN influenced)                (NP                  (NP (NNS participants) (POS '))                  (JJ empathic) (NN concern))                (, ,)                (S                  (S                    (NP (NN F) (-LRB- -LRB-) (CD 1,34) (-RRB- -RRB-))                    (VP (SYM =)                      (NP (CD 5.76))))                  (, ,)                  (S                    (NP (NN p))                    (VP (SYM =)                      (NP (CD .022)))))))            (, ,)            (NP (JJ partial) (NN eta)))          (VP (VBD squared)            (VP (SYM =)              (NP (CD .15)))))))))"
10.1016/j.jesp.2011.05.010,1,A two-level (question type: actions vs. moral character) repeated measures analysis of variance (ANOVA) found a reliable difference in moral judgments.,(ROOT  (S    (NP      (NP (DT A)        (NML (CD two) (HYPH -) (NN level)          (PRN (-LRB- -LRB-)            (NP (NN question) (NN type))            (: :)            (NP              (NP (NNS actions))              (PP (FW vs.)                (NP (JJ moral) (NN character))))            (-RRB- -RRB-)))        (NML (VBN repeated) (NNS measures))        (NN analysis))      (PP (IN of)        (NP (NN variance) (-LRB- -LRB-) (NN ANOVA) (-RRB- -RRB-))))    (VP (VBD found)      (NP (DT a) (JJ reliable) (NN difference))      (PP (IN in)        (NP (JJ moral) (NNS judgments))))    (. .)))
10.1016/j.jesp.2009.12.016,0,"Critically, these effects were qualified by the interaction of interest, F(1, 57) = 4.79, p = .033, partial eta squared = .08","(ROOT  (S    (ADVP (RB Critically))    (PRN (, ,)      (S        (NP (DT these) (NNS effects))        (VP (VBD were)          (VP (VBN qualified)            (PP (IN by)              (NP                (NP (DT the) (NN interaction))                (PP (IN of)                  (NP (NN interest)))))            (, ,)            (S              (S                (NP (NN F) (-LRB- -LRB-) (CD 1) (, ,) (CD 57) (-RRB- -RRB-))                (VP (SYM =)                  (NP (CD 4.79))))              (, ,)              (S                (NP (NN p))                (VP (SYM =)                  (NP (CD .033))))))))      (, ,))    (NP (JJ partial) (NN eta))    (VP (VBD squared)      (VP (SYM =)        (NP (CD .08))))))"
10.1016/j.jesp.2010.02.004,0,"a significant main effect of first goal content on negative affect, F(1, 123) = 4.47, p < .05, entirely driven by the heightened negative affect of participants with a earlier accuracy goal and a later nonconscious goal to compete (the explanatory vacuum condition without an applicable explanation)","(ROOT  (FRAG    (NP      (NP (DT a) (JJ significant) (JJ main) (NN effect))      (PP (IN of)        (NP          (NP (JJ first) (NN goal) (NN content))          (PP (IN on)            (NP (JJ negative) (NN affect))))))    (, ,)    (FRAG      (S        (S          (NP (NN F) (-LRB- -LRB-) (CD 1) (, ,) (CD 123) (-RRB- -RRB-))          (VP (SYM =)            (NP (CD 4.47))))        (, ,)        (S          (NP (NN p))          (VP (SYM <)            (NP (CD .05))            (, ,)            (ADVP (RB entirely)))))      (S        (VP (VBN driven)          (PP (IN by)            (NP              (NP (DT the) (VBN heightened) (JJ negative) (NN affect))              (PP (IN of)                (NP                  (NP (NNS participants))                  (PP (IN with)                    (NP                      (NP (DT a) (JJR earlier) (NN accuracy) (NN goal))                      (CC and)                      (NP (DT a) (RBR later) (JJ nonconscious) (NN goal))))))              (S                (VP (TO to)                  (VP (VB compete))))))          (PRN (-LRB- -LRB-)            (NP              (NP (DT the) (JJ explanatory) (NN vacuum) (NN condition))              (PP (IN without)                (NP (DT an) (JJ applicable) (NN explanation))))            (-RRB- -RRB-)))))))"
10.1016/j.jesp.2009.02.006,0,"A t-test between the positive and negative valence UBG indicated a significant effect of valence, t(75) = 2.29, p < .05.","(ROOT  (S    (S      (NP        (NP (DT A) (NN t) (HYPH -) (NN test))        (PP (IN between)          (NP (DT the)            (ADJP (JJ positive)              (CC and)              (JJ negative))            (NN valence) (NN UBG))))      (VP (VBD indicated)        (NP          (NP (DT a) (JJ significant) (NN effect))          (PP (IN of)            (NP (NN valence))))))    (, ,)    (S      (NP (NN t) (-LRB- -LRB-) (CD 75) (-RRB- -RRB-))      (VP (SYM =)        (NP (CD 2.29))))    (, ,)    (S      (NP (NN p))      (VP (SYM <)        (NP (CD .05))))    (. .)))"
10.1016/j.jesp.2009.06.014,0,"Male split-faces show the opposite pattern from whole-faces with sexual correlation being higher than nonsexual, t(48) = -1.97, p < .05 (one-tailed)","(ROOT  (S    (NP (JJ Male) (NN split) (HYPH -) (NNS faces))    (VP (VBP show)      (NP (DT the) (JJ opposite) (NN pattern))      (PP (IN from)        (NP          (NP (JJ whole) (HYPH -) (NNS faces))          (PP (IN with)            (NP (JJ sexual) (NN correlation)))))      (S        (VP (VBG being)          (ADJP            (ADJP (JJR higher))            (PP (IN than)              (NP                (NP (JJ nonsexual)                  (PRN (, ,)                    (S                      (NP (NN t) (-LRB- -LRB-) (CD 48) (-RRB- -RRB-))                      (VP (SYM =)                        (NP (CD -1.97))))                    (, ,))                  (NN p))                (ADJP                  (ADJP (SYM <)                    (NP (CD .05)))                  (-LRB- -LRB-)                  (ADJP                    (NP (CD one))                    (HYPH -) (VBN tailed))                  (-RRB- -RRB-))))))))))"
10.1016/j.jesp.2009.07.003,0,"Our analysis revealed that implicit partner affect (IPA) was positively predictive of relationship satisfaction (RS), controlling for implicit self-esteem (ISE), relationship length, age, and sex, b = .23,t(100) = 2.08, p = .04","(ROOT  (S    (NP (PRP$ Our) (NN analysis))    (VP (VBD revealed)      (SBAR (IN that)        (S          (NP (JJ implicit) (NN partner) (NN affect)            (PRN (-LRB- -LRB-)              (NP (NN IPA))              (-RRB- -RRB-)))          (VP (VBD was)            (ADVP (RB positively))            (ADJP (JJ predictive))            (PP (IN of)              (NP (NN relationship) (NN satisfaction)))            (PRN (-LRB- -LRB-)              (NP (NN RS))              (-RRB- -RRB-))            (, ,)            (S              (VP (VBG controlling)                (PP (IN for)                  (NP                    (NP (JJ implicit) (NN self) (HYPH -) (NN esteem)                      (PRN (-LRB- -LRB-)                        (NP (NN ISE))                        (-RRB- -RRB-)))                    (PRN (, ,)                      (NP (NN relationship)                        (NML (NN length) (, ,) (NN age) (, ,)                          (CC and)                          (NN sex)))                      (, ,)                      (S                        (S                          (NP (NN b))                          (VP (SYM =)                            (NP (CD .23))))                        (, ,)                        (S                          (NP (NN t) (-LRB- -LRB-) (CD 100) (-RRB- -RRB-))                          (VP (SYM =)                            (NP (CD 2.08)))))                      (, ,)                      (NP (NN p) (SYM =) (CD .04)))))))))))))"
10.1093/jcr/ucx080,0,"The PROCESS model fit to data from Experiment 4 yielded significant mediation via rated difficulty (M2) and rated regret (M4) in serial, 95% CI = (.003, .04), with a p value of less than 0.05","(ROOT  (S    (NP      (NP (DT The) (NN PROCESS) (NN model) (NN fit))      (PP (IN to)        (NP          (NP (NNS data))          (PP (IN from)            (NP (NN Experiment) (CD 4))))))    (VP      (VP (VBD yielded)        (NP          (NP (JJ significant) (NN mediation))          (PP (IN via)            (NP              (ADJP (VBN rated))              (NN difficulty)              (PRN (-LRB- -LRB-)                (NP (NN M2))                (-RRB- -RRB-))))))      (CC and)      (VP (VBN rated)        (NP          (NP (NN regret) (-LRB- -LRB-) (NN M4) (-RRB- -RRB-))          (PP (IN in)            (NP              (NP (NN serial))              (, ,)              (NP                (NML (CD 95) (NN %))                (NN CI) (SYM =)                (PRN (-LRB- -LRB-)                  (NP (CD .003) (, ,) (CD .04))                  (-RRB- -RRB-)))              (, ,))))        (PP (IN with)          (NP            (NP (DT a) (NN p) (NN value))            (PP (IN of)              (NP                (QP (JJR less) (IN than) (CD 0.05))))))))))"
10.1093/jcr/ucx107,0,"In Study 1a, a logistic regression with condition (brushing fur against the grain vs. with the grain) as the independent variable and T-shirt choice (least-preferred choice vs. all others) as the dependent variable yielded a significant effect: more participants chose the green T-shirt after going against the flow (25.58%) than with the flow (9.3%; Wald chi squared(1) = 3.68, p = .055)","(ROOT  (S    (PP (IN In)      (NP (NN Study) (NN 1a)))    (, ,)    (NP      (NP (DT a) (JJ logistic) (NN regression))      (PP (IN with)        (NP          (NP            (NP (NN condition))            (-LRB- -LRB-)            (VP (VBG brushing)              (NP                (NP (NN fur))                (PP (IN against)                  (NP                    (NP (DT the) (NN grain))                    (PP (FW vs.)))))              (PP (IN with)                (NP (DT the) (NN grain))))            (-RRB- -RRB-))          (PP (IN as)            (NP              (NP                (NP (DT the) (JJ independent)                  (UCP                    (ADJP (JJ variable))                    (CC and)                    (NML (NN T) (HYPH -) (NN shirt)))                  (NN choice))                (-LRB- -LRB-)                (NP                  (NP                    (ADJP (RBS least) (HYPH -) (VBN preferred))                    (NN choice))                  (PP (IN vs.)                    (NP (DT all) (NNS others))))                (-RRB- -RRB-))              (PP (IN as)                (NP (DT the)                  (ADJP (JJ dependent) (JJ variable)))))))))    (VP (VBD yielded)      (NP        (NP (DT a) (JJ significant) (NN effect))        (: :)        (S          (NP (JJR more) (NNS participants))          (VP (VBD chose)            (NP (DT the) (JJ green)              (NML (NN T) (HYPH -) (NN shirt)))            (PP (IN after)              (S                (VP (VBG going)                  (PP (IN against)                    (NP (DT the) (NN flow))))))            (PRN (-LRB- -LRB-)              (NP (CD 25.58) (NN %))              (-RRB- -RRB-)))))      (ADVP (IN than)        (PP (IN with)          (NP (DT the) (NN flow))))      (PRN (-LRB- -LRB-)        (NP (CD 9.3) (NN %))        (: ;)        (S          (NP (NNP Wald) (NNP chi))          (VP (VBD squared)            (S              (S                (NP (-LRB- -LRB-) (CD 1) (-RRB- -RRB-))                (VP (SYM =)                  (NP (CD 3.68))))              (, ,)              (S                (NP (NN p))                (VP (SYM =)                  (NP (CD .055)))))))        (-RRB- -RRB-)))))"
